target,text
0,sweetheart hope kind day one load reason smile biola
0,u meet fren dun wan meet ah ... muz b guy rite ...
0,hiya comin 2 bristol 1 st week april le got rudi new yr eve snoring.they drunk u bak colleg yet work send ink 2 bath
0,think sent text home phone cant display text still want send number
0,didnt work oh ok goodnight i.ll fix readi time wake dearli miss good night sleep
0,time month mid time
0,u drive lor
0,cool like swim pool jacuzzi hous
0,cant pick phone right pl send messag
0,cant wait see photo use
0,havent lei .. next mon
0,okay shine meant sign sound better
0,ok. sure time tho sure get librari class tri see point good eve
0,well ball time make call
0,hurt ... teas ... make cri ... end life die plz keep one rose grave say stupid miss u .. nice day bslvyl
1,want new video phone 750 anytim network min half price line rental free text 3 month repli call 08000930705 free deliveri
1,freemsg hi babi wow got new cam mobi wan na c hot pic fanci chat im w8in 4utxt rpli chat 82242 hlp 08712317606 msg150p 2rcv
0,jay want work first 's 4 sound
0,repli boy chang phone number
0,laptop take
0,shuhui bought ron 's present 's swatch watch ...
1,ur cash-bal current 500 pound maxim ur cash-in send go 86688 150p/msg cc 08718720201 hg/suite342/2land row/w1j6hl
0,di yiju ju saw ur mail case huim havent sent u num di num
0,hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 c-in u 2mrw luv jaz
0,alright 're hook guy
0,co darren say ì_ consid mah ask ì_ ...
0,call lt gt min that ok
0,uhhhhrmm isnt tb test bad your sick
0,came hostel
0,tomorrow go theatr come wherev u call tell come tomorrow
1,repli name address receiv post week complet free accommod variou global locat www.phb1.com ph:08700435505150p
0,late
0,love n't decis 's feel could decid love life would much simpler less magic
1,"urgent 1 week free membership å£100,000 prize jackpot txt word claim 81010 c www.dbuk.net lccltd pobox 4403ldnw1a7rw18"
0,chile pleas 's lt decim gt hour drive come time sublet feb-april audit season
0,know taj mahal symbol love lesser known fact 1. mumtaz shahjahan 's 4th wife 7 wife 2. shahjahan kill mumtaz 's husband marri 3. mumtaz die lt gt th deliveri 4. marri mumtaz 's sister question aris hell love -| -the great hari-
0,xma stori peac .. xma msg love .. xma miracl jesu .. hav bless month ahead amp wish u merri xma ...
0,sit ard noth lor u leh busi w work
1,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
0,thank hope good day today
0,'s featheri bowa someth guy n't know
0,u better go sleep .. dun disturb u liao .. u wake msg lor ..
0,haha ... realli oh ... deduct lesson tmr
0,somewhr someon sure made 4 u. god decid perfect time make u meet dat person till den enjoy ur crush ..
0,first strike red one bird antelop begin toplay fieldof selfindepend believ flower content grow.random
1,show ur colour euro 2004 2-4-1 offer get england flag 3lion tone ur phone click follow servic messag info
0,pleas tell car key purs
0,gal n boy walk park gal-can hold ur hand boy-i u think would run away gal-no jst wana c feel walk heaven princ .. gn
0,dunno juz askin co got card got 20 4 salon call hair sens tot 's da one ì_ cut ur hair
0,almost see u sec
0,.. join today
0,train back northampton 'm afraid 'm stay skyve today ho ho around wednesday though fanci comedi club week way
0,alex say 's ok ok
0,dai lt gt naal eruku
0,hi wo n't b ard 4 christma enjoy n merri x'ma
0,u come n search tat vid .. finishd ..
0,u 2
0,know peopl hit fuck ye
1,want 2 get laid tonight want real dog locat sent direct 2 ur mob join uk 's largest dog network txting moan 69888nyt ec2a 31p.msg 150p
0,ìï collect ur laptop go configur da set izzit
0,search good dual sim mobil pa
0,'m boat still mom check yo 'm half nake
1,doubl min txt orang 1/2 price linerent motorola sonyericsson b/tooth free-nokia free call mobileupd8 08000839402 or2optout/hv9d
0,ok 'm come home
0,'s lag 's sad part keep touch thank skype
1,today voda number end 1225 select receiv å£50award match pleas call 08712300220 quot claim code 3100 standard rate app
0,tell happen dont behav like ok need say
1,urgent pleas call 09061213237 landlin å£5000 cash 4 holiday await collect cs sae po box 177 m227xi 16+
0,world run still.mayb feel it.or admit mad.then correct let call life.and keep run world may u r also running.let run
0,nah ca n't help 've never iphon
1,ur award citi break could win å£200 summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16 å£1.50perwksub
0,'ve reach home final ...
0,dip 's cell dead come u better respond els shall come back
0,got xma radio time get
0,wake gt
0,did't play one day last year know even though good team .. like india
0,food
0,x2 lt gt go get
1,update_now 12mth half price orang line rental 400min ... call mobileupd8 08000839402 call2optout=j5q
0,k.k 'm go tirunelvali week see uncl .. alreadi spend amount take dress .so want money.i give feb 1
0,hey tell blake 's address carlo want meet got lost 's answer phone
0,nice pub near franki n benni near warner cinema
0,u think girl propos u today se ur bloodi funki shit fuck face ............... asssssholeee ................
0,sea lay rock rock envelop envelop paper paper 3 word ...
1,want new video handset 750 anytim network min half price line rental camcord repli call 08000930705 deliveri tomorrow
0,crazi ar 's marri ìï like gd look guy fren like say 's korean leona 's fave dun thk aft think mayb prob 'll go
0,ok ...
1,free entri å£250 weekli competit text word win 80086 18 c www.txttowin.co.uk
0,check got detail messag
0,hard believ thing like say lie think twice say anyth
0,k .. k train process
0,ye watch footi worri 're go blow phil nevil
0,ok. april cant wait
0,sure neighbor didnt pick
0,help propos go back tomorrow
0,u knw di lt gt
0,tunji 's queen wish great day abiola
0,thank like well ...
0,possess especi first offens
0,haha yeah 2 oz kind shitload
0,gon na ring weekend wot
0,cant see join deni mina deni want alon time
0,yo guess drop
0,u n't rememb old commerci
0,chang fb jaykwon thuglyf falconerf
1,pleas call custom servic repres 0800 169 6031 10am-9pm guarante å£1000 cash å£5000 prize
0,dont understand messag
0,ok pa. noth problem
0,rose red red blood blood heart heart u. u .... send ti ur friend .. includ .. u like .. u get back 1-u r poor relat 2-u need 1 support 3-u r frnd 2 mani 4-some1 luv u 5+- some1 pray god marri u. tri ....
0,dont know she. get messag
0,ha ... must walk everywher ... take tram cousin said walk vic market hotel
0,de.am see onlin shop ask
0,'s borderlin yeah whatev
0,send ur friend receiv someth ur voic ..... speak express 1.childish 2.naughti 3.sentiment 4.rowdi 5.ful attitud 6.romant 7.shi 8.attract 9.funni lt gt .irrit lt gt .lovabl repli ..
0,hey come onlin use msn ...
1,urgent mobil number award å£2000 prize guarante call 09058094454 land line claim 3030. valid 12hr
0,realli need 2 kiss u miss u babi ur babi 4eva
1,nokia 7250i get win free auction take part send nokia 86021 hg/suite342/2land row/w1jhl 16+
1,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066
0,uworld site buy qbank buy self assess also
0,n't put stuff road keep get slipperi
0,rememb hurt day satan impost me.ne pay price it.may destini keep go u said pray get mind get
0,hey go lo lesson gym
0,\think u x\ '' ''
0,remain unconvinc n't elabor test willpow
1,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate www.getzed.co.uk pobox 36504 w45wq norm150p/ton 16+
0,donû÷t give fli monkey wot think certainli donû÷t mind friend mine
0,specialis work slave labor look month sha co shakara 4 beggar
0,call later n't network urgnt sm
1,freemsg fav xma tone repli real
0,oh ... oki lor ... go sat ...
0,would smoke help us work difficult time
0,said okay sorri
0,'s boytoy miss ... happen
0,hi da today class
0,great send account number
0,u download fring app
1,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop
1,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx
1,ever thought live good life perfect partner txt back name age join mobil commun 100p/sm
1,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705
0,'m say n't explicitli told nora know someon 'm probabl gon na bother
0,'s necessarili respect
0,hey angri repli dr
0,tell dear happen talk like alian
0,she. good wonder wont say hi she. smile cope long distanc
0,alright 'm -- good night
0,k text 're way
0,wet right
0,fuck babe miss sooooo much wish sleep ... bed lone ... go sleep ... dream love ...
0,rat hey u ever vote next theme
0,pl make note she. expos also find school anyon els vomit dog cat hous let know later
0,moon come color dream star make music sm give warm peac sleep good night
0,ela kano. il download come wen ur free ..
0,ok way home hi hi
0,oh thank lot .. alreadi bought 2 egg ..
0,\hey j r u feel better
0,nope 'm still market
0,lol take member said aunt flow n't visit 6 month 's caus develop ovarian cyst bc way shrink
0,ok lor
0,yup next stop
0,hey almost forgot ... happi b-day babe love ya
0,ha ha ha good joke girl situat seeker
0,hey 've book 2 lesson sun liao ...
0,i.ll give plu said grinul greet whenev speak
0,guy flash go call call madam take care oh
0,hope 's result consist intellig kind start ask practicum link keep ear open best ttyl
0,ye appt
0,shall ask one thing dont mistak
1,contact date servic someon know find call mobil landlin 09064017305 pobox75ldns7
1,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705
0,gokila talk aha
0,possibl teach
0,dont know oh hope month
0,cours n't teas ... know simpli must see grin ... keep post prey ... love smile devour kiss
0,match started.india lt gt 2
0,havent got da topic yet rite
1,urgent 2nd attempt contact u. å£900 prize yesterday still await collect claim call 09061702893. acl03530150pm
0,hey go jazz power yoga hip hop kb yogasana
0,alright 're set text man
0,ye post coupl pic fb 's still snow outsid 'm wake
0,dude makin weirdi browni sister made awesom cooki took pic
0,hey mate spoke mag peopl weû÷r deliv end month deliv 24th sept. talk later
1,2nd time tri 2 contact u. u å£750 pound prize 2 claim easi call 087187272008 now1 10p per minut bt-national-r
0,know grumpi old peopl mom like better lie alway one play joke ...
0,g.w.r
0,guy leav
0,hmm ... dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep
0,'s scotland hope show jjc tendenc take care live dream
1,88800 89034 premium phone servic call 08718711108
0,enjoy ur life good night
0,yup
0,hi durban still number
1,u r subscrib 2 textcomp 250 wkli comp 1st wk free question follow subsequ wk charg 150p/msg.2 unsubscrib txt stop 2 84128 custcar 08712405020
0,trip ok quit tire lor uni start today 's ok 4 co 'm take modul ju concentr final yr project
0,yup 've finish c ì_ ...
0,re-met alex nichol middl school turn 's deal
0,time come tomorrow
0,machan go gym tomorrow wil come late goodnight
0,hey loverboy love tell ... look pictur ach feel leg ... fuck want ... need ... crave
1,congrat 2 mobil 3g videophon r call 09063458130 videochat wid ur mate play java game dload polyph music nolin rentl bx420 ip4 5we 150p
0,doesnt need test
0,send id password
0,ye pretti ladi like singl
0,mm ye dear look hug -p
0,might come kerala 2 days.so prepar take leav finalis .dont plan travel visit.ne finish urgent work
0,u turn heater heater set lt gt degre
0,like person size
1,free rington repli real poli eg real1 1. pushbutton 2. dontcha 3. babygoodby 4. golddigg 5. webeburnin 1st tone free 6 u join å£3/wk
0,night worri appt 's shame miss girl night quizz popcorn hair
0,say hi get ass back south tampa prefer kegger
0,want custom offic discount oh
0,told hr want post chennai 'm work
0,'m alway yahoo messeng send messag i.ll get may send mobil mode sha i.ll get repli
0,well littl time thing good time ahead
0,dai da .. send resum id
0,ok anyway need chang said
0,oh k. come tomorrow
0,ok ... r meet later
0,ever easier
1,freemsg hey u got 1 video/p fone repli wild txt ill send u pic hurri im bore work xxx 18 150p/rcvd stop2stop
0,1. tension face 2. smile face 3. wast face 4. innoc face 5.terror face 6.cruel face 7.romant face 8.lovabl face 9.decent face lt gt .joker face
0,tell drug dealer 's get impati
0,ard 530 lor ok messag ì_ lor
0,'m e person 's e sm survey ...
0,ì_ wait 4 bu stop aft ur lect lar dun c ì_ go get car come back n pick ì_
0,ask u meet da ge tmr nite ...
0,ju finish blow hair u finish dinner alreadi
0,u reckon need 2 arrang transport u ca n't thank
0,ok arm feel weak cuz got shot go anoth time
0,raviyog peripher bhayandar east
1,import custom servic announc call freephon 0800 542 0825
0,sir good morn hope good weekend call let know abl rais lt gt dad howev said would make rest avail mid feb. amount still quit short hope would help good day abiola
0,well know mean text
0,k .. k .. 'm also fine complet cours
0,reach ur home lt gt minut
0,u get messag
0,ju chillaxin
1,today vodafon number end 4882 select receiv å£350 award number match call 09064019014 receiv å£350 award
0,'ve got lt gt way could pick
0,go write ccna exam week
0,good morn repair shop -- reason 'm hour
0,fyi 'm gon na call sporad start like lt gt bc doin shit
